PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate
4500000208,31 03 2023,1001,4,1,10004,81,23 04 2023,23 04 2023,21 04 2023,21 04 2023,20 04 2023,20 04 2023
4500000209,22 02 2023,1002,5,1,10005,86,17 03 2023,15 03 2023,15 03 2023,15 03 2023,14 03 2023,14 03 2023
4500000210,12 07 2022,1002,8,1,10008,72,5 08 2022,4 08 2022,3 08 2022,3 08 2022,1 08 2022,1 08 2022
4500000211,13 12 2023,1001,4,1,10004,66,5 01 2024,18 01 2024,3 01 2024,16 01 2024,2 01 2024,15 01 2024
4500000212,15 12 2023,1001,4,1,10004,76,7 01 2024,4 01 2024,5 01 2024,5 01 2024,4 01 2024,4 01 2024
4500000213,23 09 2023,1002,5,1,10005,83,16 10 2023,13 10 2023,14 10 2023,14 10 2023,13 10 2023,13 10 2023
4500000214,28 10 2022,1003,6,2,20006,80,20 11 2022,20 11 2022,18 11 2022,18 11 2022,17 11 2022,17 11 2022
4500000215,10 08 2024,1001,4,1,10004,72,2 09 2024,29 08 2024,31 08 2024,31 08 2024,30 08 2024,30 08 2024
4500000216,26 01 2023,1001,4,2,20004,73,18 02 2023,16 02 2023,16 02 2023,16 02 2023,15 02 2023,15 02 2023
4500000217,21 09 2023,1001,4,1,10004,86,14 10 2023,13 10 2023,12 10 2023,12 10 2023,11 10 2023,11 10 2023
4500000218,4 03 2024,1002,5,1,10005,86,27 03 2024,9 04 2024,25 03 2024,25 03 2024,24 03 2024,24 03 2024
4500000219,21 11 2022,1003,6,1,10006,75,14 12 2022,14 12 2022,12 12 2022,12 12 2022,11 12 2022,11 12 2022
4500000220,18 10 2022,1002,5,1,10005,76,10 11 2022,7 11 2022,8 11 2022,8 11 2022,7 11 2022,7 11 2022
4500000221,15 07 2023,1003,6,1,10006,79,7 08 2023,16 08 2023,5 08 2023,14 08 2023,4 08 2023,13 08 2023
4500000222,15 02 2022,1003,6,1,10006,67,10 03 2022,9 03 2022,8 03 2022,8 03 2022,7 03 2022,7 03 2022
4500000223,30 04 2022,1001,4,2,20004,91,23 05 2022,3 06 2022,21 05 2022,1 06 2022,20 05 2022,31 05 2022
4500000224,22 11 2022,1003,6,1,10006,75,15 12 2022,13 12 2022,13 12 2022,13 12 2022,12 12 2022,12 12 2022
4500000225,20 04 2022,1002,5,1,10005,85,13 05 2022,10 05 2022,11 05 2022,11 05 2022,10 05 2022,10 05 2022
4500000226,8 09 2022,1001,4,1,10004,83,1 10 2022,29 09 2022,29 09 2022,29 09 2022,28 09 2022,28 09 2022
4500000227,11 10 2024,1001,4,1,10004,81,3 11 2024,6 11 2024,1 11 2024,4 11 2024,31 10 2024,3 11 2024
4500000228,7 12 2022,1001,4,1,10004,81,30 12 2022,28 12 2022,28 12 2022,28 12 2022,27 12 2022,27 12 2022
4500000229,19 02 2022,1001,4,1,10004,77,14 03 2022,14 03 2022,12 03 2022,12 03 2022,11 03 2022,11 03 2022
4500000230,11 04 2022,1002,8,1,10008,80,5 05 2022,5 05 2022,3 05 2022,3 05 2022,1 05 2022,1 05 2022
4500000231,5 05 2024,1001,4,2,20004,79,28 05 2024,24 05 2024,26 05 2024,26 05 2024,25 05 2024,25 05 2024
4500000232,15 07 2022,1002,8,1,10008,82,8 08 2022,16 08 2022,6 08 2022,6 08 2022,4 08 2022,4 08 2022
4500000233,10 05 2023,1002,8,2,20008,82,3 06 2023,2 06 2023,1 06 2023,1 06 2023,30 05 2023,30 05 2023
4500000234,13 08 2024,1001,4,1,10004,75,5 09 2024,2 09 2024,3 09 2024,3 09 2024,2 09 2024,2 09 2024
4500000235,11 05 2024,1001,4,1,10004,74,3 06 2024,3 06 2024,1 06 2024,1 06 2024,31 05 2024,31 05 2024
4500000236,26 06 2024,1002,8,1,10008,72,20 07 2024,18 07 2024,18 07 2024,18 07 2024,16 07 2024,16 07 2024
4500000237,3 01 2023,1002,5,1,10005,67,26 01 2023,24 01 2023,24 01 2023,24 01 2023,23 01 2023,23 01 2023
4500000238,23 04 2023,1001,4,1,10004,83,16 05 2023,12 05 2023,14 05 2023,14 05 2023,13 05 2023,13 05 2023
4500000239,19 01 2023,1003,6,1,10006,86,11 02 2023,10 02 2023,9 02 2023,9 02 2023,8 02 2023,8 02 2023
4500000240,20 09 2023,1001,4,1,10004,77,13 10 2023,10 10 2023,11 10 2023,11 10 2023,10 10 2023,10 10 2023
4500000241,15 06 2023,1001,4,1,10004,85,8 07 2023,6 07 2023,6 07 2023,6 07 2023,5 07 2023,5 07 2023
4500000242,1 06 2022,1001,4,1,10004,75,24 06 2022,24 06 2022,22 06 2022,22 06 2022,21 06 2022,21 06 2022
4500000243,12 04 2022,1002,5,2,20005,87,5 05 2022,2 05 2022,3 05 2022,3 05 2022,2 05 2022,2 05 2022
4500000244,24 03 2023,1001,4,2,20004,77,16 04 2023,13 04 2023,14 04 2023,14 04 2023,13 04 2023,13 04 2023
4500000245,25 06 2023,1002,8,2,20008,85,19 07 2023,17 07 2023,17 07 2023,17 07 2023,15 07 2023,15 07 2023
4500000246,1 05 2023,1001,4,1,10004,73,24 05 2023,19 05 2023,22 05 2023,22 05 2023,21 05 2023,21 05 2023
4500000247,15 06 2023,1001,4,1,10004,76,8 07 2023,5 07 2023,6 07 2023,6 07 2023,5 07 2023,5 07 2023
4500000248,8 08 2024,1001,4,2,20004,79,31 08 2024,28 08 2024,29 08 2024,29 08 2024,28 08 2024,28 08 2024
4500000249,28 02 2022,1001,4,1,10004,62,23 03 2022,4 04 2022,21 03 2022,2 04 2022,20 03 2022,1 04 2022
4500000250,16 10 2022,1002,8,1,10008,69,9 11 2022,9 11 2022,7 11 2022,7 11 2022,5 11 2022,5 11 2022
4500000251,12 09 2024,1002,8,1,10008,78,6 10 2024,4 10 2024,4 10 2024,4 10 2024,2 10 2024,2 10 2024
4500000252,4 09 2023,1002,5,1,10005,82,27 09 2023,6 10 2023,25 09 2023,4 10 2023,24 09 2023,3 10 2023
4500000253,25 06 2024,1002,8,1,10008,74,19 07 2024,30 07 2024,17 07 2024,28 07 2024,15 07 2024,26 07 2024
4500000254,30 04 2022,1002,8,2,20008,66,24 05 2022,19 05 2022,22 05 2022,22 05 2022,20 05 2022,20 05 2022
4500000255,28 06 2024,1001,4,1,10004,77,21 07 2024,18 07 2024,19 07 2024,19 07 2024,18 07 2024,18 07 2024
4500000256,21 04 2022,1003,6,2,20006,76,14 05 2022,13 05 2022,12 05 2022,12 05 2022,11 05 2022,11 05 2022
4500000257,18 05 2022,1001,4,1,10004,69,10 06 2022,15 06 2022,8 06 2022,8 06 2022,7 06 2022,7 06 2022
4500000258,11 04 2023,1002,5,2,20005,78,4 05 2023,2 05 2023,2 05 2023,2 05 2023,1 05 2023,1 05 2023
4500000259,23 12 2021,1001,4,1,10004,84,15 01 2022,15 01 2022,13 01 2022,13 01 2022,12 01 2022,12 01 2022
4500000260,12 04 2024,1003,6,1,10006,75,5 05 2024,3 05 2024,3 05 2024,3 05 2024,2 05 2024,2 05 2024
4500000261,10 02 2024,1002,8,1,10008,68,5 03 2024,1 03 2024,3 03 2024,3 03 2024,1 03 2024,1 03 2024
4500000262,1 05 2024,1001,4,1,10004,84,24 05 2024,22 05 2024,22 05 2024,22 05 2024,21 05 2024,21 05 2024
4500000263,28 11 2024,1003,6,2,20006,73,21 12 2024,20 12 2024,19 12 2024,19 12 2024,18 12 2024,18 12 2024
4500000264,17 08 2024,1001,4,1,10004,78,9 09 2024,4 09 2024,7 09 2024,7 09 2024,6 09 2024,6 09 2024
4500000265,13 01 2024,1001,4,1,10004,88,5 02 2024,5 02 2024,3 02 2024,3 02 2024,2 02 2024,2 02 2024
4500000266,15 02 2024,1001,4,1,10004,78,9 03 2024,7 03 2024,7 03 2024,7 03 2024,6 03 2024,6 03 2024
4500000267,29 04 2022,1002,8,1,10008,82,23 05 2022,25 05 2022,21 05 2022,21 05 2022,19 05 2022,19 05 2022
4500000268,27 07 2023,1002,5,1,10005,76,19 08 2023,17 08 2023,17 08 2023,17 08 2023,16 08 2023,16 08 2023
4500000269,17 10 2022,1003,6,1,10006,74,9 11 2022,4 11 2022,7 11 2022,7 11 2022,6 11 2022,6 11 2022
4500000270,1 05 2023,1001,4,1,10004,70,24 05 2023,25 05 2023,22 05 2023,22 05 2023,21 05 2023,21 05 2023
4500000271,17 09 2022,1002,8,1,10008,77,11 10 2022,13 10 2022,9 10 2022,11 10 2022,7 10 2022,9 10 2022
4500000272,21 03 2023,1001,4,1,10004,77,13 04 2023,12 04 2023,11 04 2023,11 04 2023,10 04 2023,10 04 2023
4500000273,15 09 2023,1003,6,1,10006,76,8 10 2023,5 10 2023,6 10 2023,6 10 2023,5 10 2023,5 10 2023
4500000274,23 05 2024,1003,6,1,10006,73,15 06 2024,13 06 2024,13 06 2024,13 06 2024,12 06 2024,12 06 2024
4500000275,8 05 2023,1001,4,1,10004,81,31 05 2023,29 05 2023,29 05 2023,29 05 2023,28 05 2023,28 05 2023
4500000276,3 02 2024,1001,4,1,10004,83,26 02 2024,23 02 2024,24 02 2024,24 02 2024,23 02 2024,23 02 2024
4500000277,25 05 2022,1002,8,1,10008,75,18 06 2022,16 06 2022,16 06 2022,16 06 2022,14 06 2022,14 06 2022
4500000278,11 09 2023,1001,4,1,10004,82,4 10 2023,6 10 2023,2 10 2023,4 10 2023,1 10 2023,3 10 2023
4500000279,10 06 2022,1002,8,1,10008,85,4 07 2022,4 07 2022,2 07 2022,2 07 2022,30 06 2022,30 06 2022
4500000280,25 02 2022,1001,4,1,10004,79,20 03 2022,24 03 2022,18 03 2022,22 03 2022,17 03 2022,21 03 2022
4500000281,5 03 2023,1003,6,2,20006,75,28 03 2023,23 03 2023,26 03 2023,26 03 2023,25 03 2023,25 03 2023
4500000282,26 03 2022,1002,8,1,10008,77,19 04 2022,15 04 2022,17 04 2022,17 04 2022,15 04 2022,15 04 2022
4500000283,16 08 2023,1003,6,1,10006,81,8 09 2023,14 09 2023,6 09 2023,12 09 2023,5 09 2023,11 09 2023
4500000284,8 12 2023,1001,4,2,20004,89,31 12 2023,29 12 2023,29 12 2023,29 12 2023,28 12 2023,28 12 2023
4500000285,28 04 2024,1001,4,1,10004,77,21 05 2024,20 05 2024,19 05 2024,19 05 2024,18 05 2024,18 05 2024
4500000286,9 11 2022,1002,5,1,10005,76,2 12 2022,1 12 2022,30 11 2022,30 11 2022,29 11 2022,29 11 2022
4500000287,16 04 2024,1002,8,1,10008,83,10 05 2024,10 05 2024,8 05 2024,8 05 2024,6 05 2024,6 05 2024
4500000288,26 06 2022,1002,5,1,10005,77,19 07 2022,18 07 2022,17 07 2022,17 07 2022,16 07 2022,16 07 2022
4500000289,6 04 2023,1002,5,1,10005,79,29 04 2023,29 04 2023,27 04 2023,27 04 2023,26 04 2023,26 04 2023
4500000290,30 09 2022,1002,8,1,10008,82,24 10 2022,24 10 2022,22 10 2022,22 10 2022,20 10 2022,20 10 2022
4500000291,11 02 2024,1003,6,1,10006,79,5 03 2024,5 03 2024,3 03 2024,3 03 2024,2 03 2024,2 03 2024
4500000292,25 07 2024,1003,6,1,10006,71,17 08 2024,15 08 2024,15 08 2024,15 08 2024,14 08 2024,14 08 2024
4500000293,18 05 2024,1002,5,2,20005,79,10 06 2024,5 06 2024,8 06 2024,8 06 2024,7 06 2024,7 06 2024
4500000294,29 09 2022,1001,4,1,10004,75,22 10 2022,21 10 2022,20 10 2022,20 10 2022,19 10 2022,19 10 2022
4500000295,3 04 2022,1003,6,2,20006,78,26 04 2022,22 04 2022,24 04 2022,24 04 2022,23 04 2022,23 04 2022
4500000296,29 06 2023,1001,4,1,10004,81,22 07 2023,25 07 2023,20 07 2023,23 07 2023,19 07 2023,22 07 2023
4500000297,11 10 2024,1003,6,1,10006,67,3 11 2024,30 10 2024,1 11 2024,1 11 2024,31 10 2024,31 10 2024
4500000298,8 02 2024,1001,4,1,10004,76,2 03 2024,7 03 2024,29 02 2024,5 03 2024,28 02 2024,4 03 2024
4500000299,7 11 2023,1002,8,1,10008,88,1 12 2023,30 11 2023,29 11 2023,29 11 2023,27 11 2023,27 11 2023
4500000300,19 08 2023,1001,4,1,10004,73,11 09 2023,6 09 2023,9 09 2023,9 09 2023,8 09 2023,8 09 2023
4500000301,27 05 2024,1001,4,1,10004,72,19 06 2024,17 06 2024,17 06 2024,17 06 2024,16 06 2024,16 06 2024
4500000302,22 11 2022,1001,4,1,10004,79,15 12 2022,13 12 2022,13 12 2022,13 12 2022,12 12 2022,12 12 2022
4500000303,6 10 2024,1002,8,2,20008,82,30 10 2024,30 10 2024,28 10 2024,28 10 2024,26 10 2024,26 10 2024
4500000304,22 06 2022,1003,6,2,20006,89,15 07 2022,12 07 2022,13 07 2022,13 07 2022,12 07 2022,12 07 2022
4500000305,28 06 2023,1003,6,1,10006,79,21 07 2023,18 07 2023,19 07 2023,19 07 2023,18 07 2023,18 07 2023
4500000306,29 12 2022,1003,6,1,10006,65,21 01 2023,18 01 2023,19 01 2023,19 01 2023,18 01 2023,18 01 2023
4500000307,9 05 2024,1001,4,1,10004,78,1 06 2024,31 05 2024,30 05 2024,30 05 2024,29 05 2024,29 05 2024
4500000308,16 01 2022,1002,8,1,10008,73,9 02 2022,9 02 2022,7 02 2022,7 02 2022,5 02 2022,5 02 2022
4500000309,2 02 2022,1002,8,1,10008,80,26 02 2022,25 02 2022,24 02 2022,24 02 2022,22 02 2022,22 02 2022
4500000310,19 07 2024,1002,5,2,20005,82,11 08 2024,9 08 2024,9 08 2024,9 08 2024,8 08 2024,8 08 2024
4500000311,15 06 2022,1001,4,1,10004,78,8 07 2022,8 07 2022,6 07 2022,6 07 2022,5 07 2022,5 07 2022
4500000312,29 09 2024,1003,6,1,10006,66,22 10 2024,21 10 2024,20 10 2024,20 10 2024,19 10 2024,19 10 2024
4500000313,4 01 2023,1003,6,1,10006,80,27 01 2023,2 02 2023,25 01 2023,31 01 2023,24 01 2023,30 01 2023
4500000314,25 06 2023,1002,8,1,10008,81,19 07 2023,31 07 2023,17 07 2023,29 07 2023,15 07 2023,27 07 2023
4500000315,21 09 2024,1002,8,1,10008,81,15 10 2024,10 10 2024,13 10 2024,13 10 2024,11 10 2024,11 10 2024
4500000316,25 07 2022,1002,5,1,10005,82,17 08 2022,22 08 2022,15 08 2022,20 08 2022,14 08 2022,19 08 2022
4500000317,8 09 2022,1002,8,1,10008,79,2 10 2022,28 09 2022,30 09 2022,30 09 2022,28 09 2022,28 09 2022
4500000318,23 11 2024,1002,8,1,10008,81,17 12 2024,30 12 2024,15 12 2024,28 12 2024,13 12 2024,26 12 2024
4500000319,6 04 2024,1001,4,1,10004,76,29 04 2024,25 04 2024,27 04 2024,27 04 2024,26 04 2024,26 04 2024
4500000320,3 10 2022,1003,6,1,10006,84,26 10 2022,26 10 2022,24 10 2022,24 10 2022,23 10 2022,23 10 2022
4500000321,27 02 2023,1002,8,1,10008,71,23 03 2023,20 03 2023,21 03 2023,21 03 2023,19 03 2023,19 03 2023
4500000322,5 05 2023,1001,4,1,10004,70,28 05 2023,25 05 2023,26 05 2023,26 05 2023,25 05 2023,25 05 2023
4500000323,12 02 2024,1002,8,1,10008,78,7 03 2024,6 03 2024,5 03 2024,5 03 2024,3 03 2024,3 03 2024
4500000324,28 04 2024,1002,8,1,10008,78,22 05 2024,17 05 2024,20 05 2024,20 05 2024,18 05 2024,18 05 2024
4500000325,31 08 2024,1001,4,2,20004,79,23 09 2024,19 09 2024,21 09 2024,21 09 2024,20 09 2024,20 09 2024
4500000326,14 01 2024,1003,6,1,10006,85,6 02 2024,2 02 2024,4 02 2024,4 02 2024,3 02 2024,3 02 2024
4500000327,26 05 2022,1001,4,2,20004,72,18 06 2022,18 06 2022,16 06 2022,16 06 2022,15 06 2022,15 06 2022
4500000328,21 05 2022,1003,6,1,10006,77,13 06 2022,9 06 2022,11 06 2022,11 06 2022,10 06 2022,10 06 2022
4500000329,24 05 2024,1001,4,1,10004,84,16 06 2024,13 06 2024,14 06 2024,14 06 2024,13 06 2024,13 06 2024
4500000330,29 08 2022,1001,4,1,10004,71,21 09 2022,21 09 2022,19 09 2022,19 09 2022,18 09 2022,18 09 2022
4500000331,30 07 2023,1002,5,1,10005,77,22 08 2023,17 08 2023,20 08 2023,20 08 2023,19 08 2023,19 08 2023
4500000332,2 04 2022,1001,4,1,10004,79,25 04 2022,25 04 2022,23 04 2022,23 04 2022,22 04 2022,22 04 2022
4500000333,26 08 2024,1002,8,1,10008,81,19 09 2024,17 09 2024,17 09 2024,17 09 2024,15 09 2024,15 09 2024
4500000334,20 10 2022,1002,5,1,10005,69,12 11 2022,10 11 2022,10 11 2022,10 11 2022,9 11 2022,9 11 2022
4500000335,19 10 2024,1001,4,1,10004,77,11 11 2024,7 11 2024,9 11 2024,9 11 2024,8 11 2024,8 11 2024
4500000336,8 05 2024,1001,4,1,10004,71,31 05 2024,31 05 2024,29 05 2024,29 05 2024,28 05 2024,28 05 2024
4500000337,25 06 2024,1001,4,1,10004,69,18 07 2024,18 07 2024,16 07 2024,16 07 2024,15 07 2024,15 07 2024
4500000338,14 02 2023,1001,4,1,10004,81,9 03 2023,7 03 2023,7 03 2023,7 03 2023,6 03 2023,6 03 2023
4500000339,27 09 2023,1002,8,2,20008,73,21 10 2023,21 10 2023,19 10 2023,19 10 2023,17 10 2023,17 10 2023
4500000340,22 05 2022,1001,4,1,10004,78,14 06 2022,17 06 2022,12 06 2022,15 06 2022,11 06 2022,14 06 2022
4500000341,20 01 2024,1002,8,1,10008,78,13 02 2024,12 02 2024,11 02 2024,11 02 2024,9 02 2024,9 02 2024
4500000342,22 08 2024,1001,4,1,10004,77,14 09 2024,12 09 2024,12 09 2024,12 09 2024,11 09 2024,11 09 2024
4500000343,29 10 2022,1001,4,1,10004,70,21 11 2022,22 11 2022,19 11 2022,20 11 2022,18 11 2022,19 11 2022
4500000344,2 04 2024,1001,4,2,20004,70,25 04 2024,29 04 2024,23 04 2024,23 04 2024,22 04 2024,22 04 2024
4500000345,5 03 2023,1002,5,1,10005,79,28 03 2023,28 03 2023,26 03 2023,26 03 2023,25 03 2023,25 03 2023
4500000346,7 07 2024,1001,4,1,10004,76,30 07 2024,26 07 2024,28 07 2024,28 07 2024,27 07 2024,27 07 2024
4500000347,27 03 2022,1001,4,2,20004,69,19 04 2022,15 04 2022,17 04 2022,17 04 2022,16 04 2022,16 04 2022
4500000348,14 12 2021,1002,8,1,10008,79,7 01 2022,6 01 2022,5 01 2022,5 01 2022,3 01 2022,3 01 2022
4500000349,14 12 2021,1001,4,1,10004,85,6 01 2022,5 01 2022,4 01 2022,4 01 2022,3 01 2022,3 01 2022
4500000350,28 06 2024,1003,6,1,10006,72,21 07 2024,18 07 2024,19 07 2024,19 07 2024,18 07 2024,18 07 2024
4500000351,7 10 2023,1002,8,1,10008,69,31 10 2023,26 10 2023,29 10 2023,29 10 2023,27 10 2023,27 10 2023
4500000352,1 02 2023,1002,8,1,10008,85,25 02 2023,24 02 2023,23 02 2023,23 02 2023,21 02 2023,21 02 2023
4500000353,15 06 2024,1001,4,1,10004,82,8 07 2024,3 07 2024,6 07 2024,6 07 2024,5 07 2024,5 07 2024
4500000354,11 08 2023,1001,4,2,20004,78,3 09 2023,1 09 2023,1 09 2023,1 09 2023,31 08 2023,31 08 2023
4500000355,9 02 2023,1002,5,1,10005,91,4 03 2023,1 03 2023,2 03 2023,2 03 2023,1 03 2023,1 03 2023
4500000356,4 02 2023,1002,5,1,10005,74,27 02 2023,23 02 2023,25 02 2023,25 02 2023,24 02 2023,24 02 2023
4500000357,29 10 2024,1002,5,2,20005,79,21 11 2024,21 11 2024,19 11 2024,19 11 2024,18 11 2024,18 11 2024
4500000358,6 01 2024,1001,4,1,10004,82,29 01 2024,26 01 2024,27 01 2024,27 01 2024,26 01 2024,26 01 2024
4500000359,24 07 2022,1002,8,1,10008,72,17 08 2022,16 08 2022,15 08 2022,15 08 2022,13 08 2022,13 08 2022
4500000360,2 03 2024,1002,8,2,20008,75,26 03 2024,22 03 2024,24 03 2024,24 03 2024,22 03 2024,22 03 2024
4500000361,22 03 2024,1002,5,1,10005,75,14 04 2024,10 04 2024,12 04 2024,12 04 2024,11 04 2024,11 04 2024
4500000362,20 10 2023,1001,4,1,10004,79,12 11 2023,8 11 2023,10 11 2023,10 11 2023,9 11 2023,9 11 2023
4500000363,29 01 2024,1002,8,1,10008,74,22 02 2024,20 02 2024,20 02 2024,20 02 2024,18 02 2024,18 02 2024
4500000364,28 04 2024,1002,8,1,10008,73,22 05 2024,17 05 2024,20 05 2024,20 05 2024,18 05 2024,18 05 2024
4500000365,23 12 2021,1001,4,1,10004,80,15 01 2022,13 01 2022,13 01 2022,13 01 2022,12 01 2022,12 01 2022
4500000366,2 04 2024,1001,4,1,10004,74,25 04 2024,22 04 2024,23 04 2024,23 04 2024,22 04 2024,22 04 2024
4500000367,27 04 2024,1003,6,1,10006,70,20 05 2024,20 05 2024,18 05 2024,18 05 2024,17 05 2024,17 05 2024
4500000368,23 02 2024,1003,6,1,10006,81,17 03 2024,17 03 2024,15 03 2024,15 03 2024,14 03 2024,14 03 2024
4500000369,12 05 2024,1002,8,2,20008,79,5 06 2024,5 06 2024,3 06 2024,3 06 2024,1 06 2024,1 06 2024
4500000370,10 11 2023,1002,5,1,10005,79,3 12 2023,29 11 2023,1 12 2023,1 12 2023,30 11 2023,30 11 2023
4500000371,13 08 2024,1002,5,1,10005,81,5 09 2024,9 09 2024,3 09 2024,7 09 2024,2 09 2024,6 09 2024
4500000372,18 08 2022,1001,4,2,20004,84,10 09 2022,7 09 2022,8 09 2022,8 09 2022,7 09 2022,7 09 2022
4500000373,3 06 2024,1001,4,2,20004,83,26 06 2024,24 06 2024,24 06 2024,24 06 2024,23 06 2024,23 06 2024
4500000374,6 11 2023,1001,4,1,10004,70,29 11 2023,24 11 2023,27 11 2023,27 11 2023,26 11 2023,26 11 2023
4500000375,26 12 2023,1003,6,2,20006,77,18 01 2024,16 01 2024,16 01 2024,16 01 2024,15 01 2024,15 01 2024
4500000376,1 10 2024,1001,4,1,10004,73,24 10 2024,21 10 2024,22 10 2024,22 10 2024,21 10 2024,21 10 2024
4500000377,31 05 2024,1002,8,1,10008,85,24 06 2024,20 06 2024,22 06 2024,22 06 2024,20 06 2024,20 06 2024
4500000378,27 04 2024,1002,5,1,10005,76,20 05 2024,20 05 2024,18 05 2024,18 05 2024,17 05 2024,17 05 2024
4500000379,3 05 2022,1002,5,2,20005,73,26 05 2022,25 05 2022,24 05 2022,24 05 2022,23 05 2022,23 05 2022
4500000380,13 12 2021,1002,5,2,20005,76,5 01 2022,12 01 2022,3 01 2022,10 01 2022,2 01 2022,9 01 2022
4500000381,5 11 2024,1002,8,2,20008,86,29 11 2024,27 11 2024,27 11 2024,27 11 2024,25 11 2024,25 11 2024
4500000382,13 07 2022,1002,5,2,20005,83,5 08 2022,10 08 2022,3 08 2022,3 08 2022,2 08 2022,2 08 2022
4500000383,11 03 2022,1001,4,2,20004,65,3 04 2022,30 03 2022,1 04 2022,1 04 2022,31 03 2022,31 03 2022
4500000384,13 02 2022,1001,4,1,10004,76,8 03 2022,4 03 2022,6 03 2022,6 03 2022,5 03 2022,5 03 2022
4500000385,30 10 2023,1002,8,1,10008,73,23 11 2023,21 11 2023,21 11 2023,21 11 2023,19 11 2023,19 11 2023
4500000386,22 08 2023,1001,4,2,20004,71,14 09 2023,11 09 2023,12 09 2023,12 09 2023,11 09 2023,11 09 2023
4500000387,9 12 2022,1001,4,1,10004,78,1 01 2023,9 01 2023,30 12 2022,7 01 2023,29 12 2022,6 01 2023
4500000388,26 05 2023,1001,4,2,20004,77,18 06 2023,18 06 2023,16 06 2023,16 06 2023,15 06 2023,15 06 2023
4500000389,7 06 2022,1003,6,1,10006,76,30 06 2022,27 06 2022,28 06 2022,28 06 2022,27 06 2022,27 06 2022
4500000390,8 08 2024,1001,4,1,10004,80,31 08 2024,30 08 2024,29 08 2024,29 08 2024,28 08 2024,28 08 2024
4500000391,8 04 2023,1001,4,1,10004,82,1 05 2023,1 05 2023,29 04 2023,29 04 2023,28 04 2023,28 04 2023
4500000392,8 09 2023,1002,5,2,20005,76,1 10 2023,12 10 2023,29 09 2023,10 10 2023,28 09 2023,9 10 2023
4500000393,18 09 2023,1003,6,1,10006,91,11 10 2023,6 10 2023,9 10 2023,9 10 2023,8 10 2023,8 10 2023
4500000394,17 06 2024,1003,6,2,20006,80,10 07 2024,8 07 2024,8 07 2024,8 07 2024,7 07 2024,7 07 2024
4500000395,19 03 2023,1001,4,1,10004,77,11 04 2023,7 04 2023,9 04 2023,9 04 2023,8 04 2023,8 04 2023
4500000396,27 06 2023,1001,4,1,10004,77,20 07 2023,18 07 2023,18 07 2023,18 07 2023,17 07 2023,17 07 2023
4500000397,3 11 2023,1003,6,2,20006,78,26 11 2023,23 11 2023,24 11 2023,24 11 2023,23 11 2023,23 11 2023
4500000398,9 11 2022,1002,8,2,20008,80,3 12 2022,30 11 2022,1 12 2022,1 12 2022,29 11 2022,29 11 2022
4500000399,5 04 2024,1003,6,1,10006,78,28 04 2024,26 04 2024,26 04 2024,26 04 2024,25 04 2024,25 04 2024
4500000400,29 08 2024,1001,4,1,10004,76,21 09 2024,21 09 2024,19 09 2024,19 09 2024,18 09 2024,18 09 2024
4500000401,26 09 2022,1003,6,1,10006,82,19 10 2022,14 10 2022,17 10 2022,17 10 2022,16 10 2022,16 10 2022
4500000402,11 01 2024,1002,5,1,10005,77,3 02 2024,3 02 2024,1 02 2024,1 02 2024,31 01 2024,31 01 2024
4500000403,22 02 2022,1003,6,2,20006,75,17 03 2022,15 03 2022,15 03 2022,15 03 2022,14 03 2022,14 03 2022
4500000404,13 03 2022,1001,4,1,10004,75,5 04 2022,1 04 2022,3 04 2022,3 04 2022,2 04 2022,2 04 2022
4500000405,29 01 2022,1002,8,2,20008,70,22 02 2022,17 02 2022,20 02 2022,20 02 2022,18 02 2022,18 02 2022
4500000406,26 09 2024,1001,4,1,10004,75,19 10 2024,18 10 2024,17 10 2024,17 10 2024,16 10 2024,16 10 2024
4500000407,9 01 2023,1001,4,1,10004,79,1 02 2023,27 01 2023,30 01 2023,30 01 2023,29 01 2023,29 01 2023
4500000408,27 02 2023,1001,4,1,10004,83,22 03 2023,20 03 2023,20 03 2023,20 03 2023,19 03 2023,19 03 2023
4500000409,5 05 2022,1002,8,1,10008,82,29 05 2022,27 05 2022,27 05 2022,27 05 2022,25 05 2022,25 05 2022
4500000410,2 02 2022,1001,4,1,10004,82,25 02 2022,24 02 2022,23 02 2022,23 02 2022,22 02 2022,22 02 2022
4500000411,18 05 2022,1001,4,1,10004,77,10 06 2022,8 06 2022,8 06 2022,8 06 2022,7 06 2022,7 06 2022
4500000412,10 08 2022,1003,6,1,10006,71,2 09 2022,1 09 2022,31 08 2022,31 08 2022,30 08 2022,30 08 2022
4500000413,16 12 2023,1003,6,1,10006,69,8 01 2024,17 01 2024,6 01 2024,15 01 2024,5 01 2024,14 01 2024
4500000414,3 12 2024,1003,6,1,10006,87,26 12 2024,26 12 2024,24 12 2024,24 12 2024,23 12 2024,23 12 2024
4500000415,2 05 2024,1002,8,1,10008,67,26 05 2024,22 05 2024,24 05 2024,24 05 2024,22 05 2024,22 05 2024
4500000416,9 06 2023,1003,6,1,10006,67,2 07 2023,29 06 2023,30 06 2023,30 06 2023,29 06 2023,29 06 2023
