,PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate,ReceiptTimeDeviation
194,4500000194,11/7/2023,1003,6,1,10006,69,11/30/2023,11/29/2023,11/28/2023,11/28/2023,11/27/2023,11/27/2023,-1
195,4500000195,11/19/2024,1001,4,1,10004,66,12/12/2024,12/11/2024,12/10/2024,12/10/2024,12/9/2024,12/9/2024,-1
196,4500000196,3/23/2024,1003,6,2,20006,69,4/15/2024,4/12/2024,4/13/2024,4/13/2024,4/12/2024,4/12/2024,-3
197,4500000197,1/25/2024,1001,4,1,10004,72,2/17/2024,2/17/2024,2/15/2024,2/15/2024,2/14/2024,2/14/2024,0
198,4500000198,6/13/2023,1002,8,1,10008,81,7/7/2023,7/12/2023,7/5/2023,7/10/2023,7/3/2023,7/8/2023,5
199,4500000199,5/11/2022,1002,8,1,10008,80,6/4/2022,6/1/2022,6/2/2022,6/2/2022,5/31/2022,5/31/2022,-3
200,4500000200,9/27/2023,1002,5,1,10005,69,10/20/2023,10/17/2023,10/18/2023,10/18/2023,10/17/2023,10/17/2023,-3
201,4500000201,1/22/2024,1002,8,1,10008,76,2/15/2024,2/15/2024,2/13/2024,2/13/2024,2/11/2024,2/11/2024,0
202,4500000202,6/28/2024,1002,5,2,20005,76,7/21/2024,7/18/2024,7/19/2024,7/19/2024,7/18/2024,7/18/2024,-3
203,4500000203,10/8/2024,1002,5,1,10005,75,10/31/2024,10/28/2024,10/29/2024,10/29/2024,10/28/2024,10/28/2024,-3
204,4500000204,8/30/2022,1003,6,1,10006,84,9/22/2022,9/22/2022,9/20/2022,9/20/2022,9/19/2022,9/19/2022,0
205,4500000205,5/28/2024,1001,4,1,10004,78,6/20/2024,6/19/2024,6/18/2024,6/18/2024,6/17/2024,6/17/2024,-1
206,4500000206,3/1/2023,1003,6,1,10006,78,3/24/2023,4/7/2023,3/22/2023,3/22/2023,3/21/2023,3/21/2023,14
207,4500000207,9/27/2023,1002,8,1,10008,82,10/21/2023,10/20/2023,10/19/2023,10/19/2023,10/17/2023,10/17/2023,-1
208,4500000208,3/31/2023,1001,4,1,10004,81,4/23/2023,4/23/2023,4/21/2023,4/21/2023,4/20/2023,4/20/2023,0
209,4500000209,2/22/2023,1002,5,1,10005,86,3/17/2023,3/15/2023,3/15/2023,3/15/2023,3/14/2023,3/14/2023,-2
210,4500000210,7/12/2022,1002,8,1,10008,72,8/5/2022,8/4/2022,8/3/2022,8/3/2022,8/1/2022,8/1/2022,-1
211,4500000211,12/13/2023,1001,4,1,10004,66,1/5/2024,1/18/2024,1/3/2024,1/16/2024,1/2/2024,1/15/2024,13
212,4500000212,12/15/2023,1001,4,1,10004,76,1/7/2024,1/4/2024,1/5/2024,1/5/2024,1/4/2024,1/4/2024,-3
213,4500000213,9/23/2023,1002,5,1,10005,83,10/16/2023,10/13/2023,10/14/2023,10/14/2023,10/13/2023,10/13/2023,-3
214,4500000214,10/28/2022,1003,6,2,20006,80,11/20/2022,11/20/2022,11/18/2022,11/18/2022,11/17/2022,11/17/2022,0
215,4500000215,8/10/2024,1001,4,1,10004,72,9/2/2024,8/29/2024,8/31/2024,8/31/2024,8/30/2024,8/30/2024,-4
216,4500000216,1/26/2023,1001,4,2,20004,73,2/18/2023,2/16/2023,2/16/2023,2/16/2023,2/15/2023,2/15/2023,-2
217,4500000217,9/21/2023,1001,4,1,10004,86,10/14/2023,10/13/2023,10/12/2023,10/12/2023,10/11/2023,10/11/2023,-1
218,4500000218,3/4/2024,1002,5,1,10005,86,3/27/2024,4/9/2024,3/25/2024,3/25/2024,3/24/2024,3/24/2024,13
219,4500000219,11/21/2022,1003,6,1,10006,75,12/14/2022,12/14/2022,12/12/2022,12/12/2022,12/11/2022,12/11/2022,0
220,4500000220,10/18/2022,1002,5,1,10005,76,11/10/2022,11/7/2022,11/8/2022,11/8/2022,11/7/2022,11/7/2022,-3
221,4500000221,7/15/2023,1003,6,1,10006,79,8/7/2023,8/16/2023,8/5/2023,8/14/2023,8/4/2023,8/13/2023,9
222,4500000222,2/15/2022,1003,6,1,10006,67,3/10/2022,3/9/2022,3/8/2022,3/8/2022,3/7/2022,3/7/2022,-1
223,4500000223,4/30/2022,1001,4,2,20004,91,5/23/2022,6/3/2022,5/21/2022,6/1/2022,5/20/2022,5/31/2022,11
224,4500000224,11/22/2022,1003,6,1,10006,75,12/15/2022,12/13/2022,12/13/2022,12/13/2022,12/12/2022,12/12/2022,-2
225,4500000225,4/20/2022,1002,5,1,10005,85,5/13/2022,5/10/2022,5/11/2022,5/11/2022,5/10/2022,5/10/2022,-3
226,4500000226,9/8/2022,1001,4,1,10004,83,10/1/2022,9/29/2022,9/29/2022,9/29/2022,9/28/2022,9/28/2022,-2
227,4500000227,10/11/2024,1001,4,1,10004,81,11/3/2024,11/6/2024,11/1/2024,11/4/2024,10/31/2024,11/3/2024,3
228,4500000228,12/7/2022,1001,4,1,10004,81,12/30/2022,12/28/2022,12/28/2022,12/28/2022,12/27/2022,12/27/2022,-2
229,4500000229,2/19/2022,1001,4,1,10004,77,3/14/2022,3/14/2022,3/12/2022,3/12/2022,3/11/2022,3/11/2022,0
230,4500000230,4/11/2022,1002,8,1,10008,80,5/5/2022,5/5/2022,5/3/2022,5/3/2022,5/1/2022,5/1/2022,0
231,4500000231,5/5/2024,1001,4,2,20004,79,5/28/2024,5/24/2024,5/26/2024,5/26/2024,5/25/2024,5/25/2024,-4
232,4500000232,7/15/2022,1002,8,1,10008,82,8/8/2022,8/16/2022,8/6/2022,8/6/2022,8/4/2022,8/4/2022,8
233,4500000233,5/10/2023,1002,8,2,20008,82,6/3/2023,6/2/2023,6/1/2023,6/1/2023,5/30/2023,5/30/2023,-1
234,4500000234,8/13/2024,1001,4,1,10004,75,9/5/2024,9/2/2024,9/3/2024,9/3/2024,9/2/2024,9/2/2024,-3
235,4500000235,5/11/2024,1001,4,1,10004,74,6/3/2024,6/3/2024,6/1/2024,6/1/2024,5/31/2024,5/31/2024,0
236,4500000236,6/26/2024,1002,8,1,10008,72,7/20/2024,7/18/2024,7/18/2024,7/18/2024,7/16/2024,7/16/2024,-2
237,4500000237,1/3/2023,1002,5,1,10005,67,1/26/2023,1/24/2023,1/24/2023,1/24/2023,1/23/2023,1/23/2023,-2
238,4500000238,4/23/2023,1001,4,1,10004,83,5/16/2023,5/12/2023,5/14/2023,5/14/2023,5/13/2023,5/13/2023,-4
239,4500000239,1/19/2023,1003,6,1,10006,86,2/11/2023,2/10/2023,2/9/2023,2/9/2023,2/8/2023,2/8/2023,-1
240,4500000240,9/20/2023,1001,4,1,10004,77,10/13/2023,10/10/2023,10/11/2023,10/11/2023,10/10/2023,10/10/2023,-3
241,4500000241,6/15/2023,1001,4,1,10004,85,7/8/2023,7/6/2023,7/6/2023,7/6/2023,7/5/2023,7/5/2023,-2
242,4500000242,6/1/2022,1001,4,1,10004,75,6/24/2022,6/24/2022,6/22/2022,6/22/2022,6/21/2022,6/21/2022,0
243,4500000243,4/12/2022,1002,5,2,20005,87,5/5/2022,5/2/2022,5/3/2022,5/3/2022,5/2/2022,5/2/2022,-3
244,4500000244,3/24/2023,1001,4,2,20004,77,4/16/2023,4/13/2023,4/14/2023,4/14/2023,4/13/2023,4/13/2023,-3
245,4500000245,6/25/2023,1002,8,2,20008,85,7/19/2023,7/17/2023,7/17/2023,7/17/2023,7/15/2023,7/15/2023,-2
246,4500000246,5/1/2023,1001,4,1,10004,73,5/24/2023,5/19/2023,5/22/2023,5/22/2023,5/21/2023,5/21/2023,-5
247,4500000247,6/15/2023,1001,4,1,10004,76,7/8/2023,7/5/2023,7/6/2023,7/6/2023,7/5/2023,7/5/2023,-3
248,4500000248,8/8/2024,1001,4,2,20004,79,8/31/2024,8/28/2024,8/29/2024,8/29/2024,8/28/2024,8/28/2024,-3
249,4500000249,2/28/2022,1001,4,1,10004,62,3/23/2022,4/4/2022,3/21/2022,4/2/2022,3/20/2022,4/1/2022,12
250,4500000250,10/16/2022,1002,8,1,10008,69,11/9/2022,11/9/2022,11/7/2022,11/7/2022,11/5/2022,11/5/2022,0
251,4500000251,9/12/2024,1002,8,1,10008,78,10/6/2024,10/4/2024,10/4/2024,10/4/2024,10/2/2024,10/2/2024,-2
252,4500000252,9/4/2023,1002,5,1,10005,82,9/27/2023,10/6/2023,9/25/2023,10/4/2023,9/24/2023,10/3/2023,9
253,4500000253,6/25/2024,1002,8,1,10008,74,7/19/2024,7/30/2024,7/17/2024,7/28/2024,7/15/2024,7/26/2024,11
254,4500000254,4/30/2022,1002,8,2,20008,66,5/24/2022,5/19/2022,5/22/2022,5/22/2022,5/20/2022,5/20/2022,-5
255,4500000255,6/28/2024,1001,4,1,10004,77,7/21/2024,7/18/2024,7/19/2024,7/19/2024,7/18/2024,7/18/2024,-3
256,4500000256,4/21/2022,1003,6,2,20006,76,5/14/2022,5/13/2022,5/12/2022,5/12/2022,5/11/2022,5/11/2022,-1
257,4500000257,5/18/2022,1001,4,1,10004,69,6/10/2022,6/15/2022,6/8/2022,6/8/2022,6/7/2022,6/7/2022,5
258,4500000258,4/11/2023,1002,5,2,20005,78,5/4/2023,5/2/2023,5/2/2023,5/2/2023,5/1/2023,5/1/2023,-2
259,4500000259,12/23/2021,1001,4,1,10004,84,1/15/2022,1/15/2022,1/13/2022,1/13/2022,1/12/2022,1/12/2022,0
260,4500000260,4/12/2024,1003,6,1,10006,75,5/5/2024,5/3/2024,5/3/2024,5/3/2024,5/2/2024,5/2/2024,-2
261,4500000261,2/10/2024,1002,8,1,10008,68,3/5/2024,3/1/2024,3/3/2024,3/3/2024,3/1/2024,3/1/2024,-4
262,4500000262,5/1/2024,1001,4,1,10004,84,5/24/2024,5/22/2024,5/22/2024,5/22/2024,5/21/2024,5/21/2024,-2
263,4500000263,11/28/2024,1003,6,2,20006,73,12/21/2024,12/20/2024,12/19/2024,12/19/2024,12/18/2024,12/18/2024,-1
264,4500000264,8/17/2024,1001,4,1,10004,78,9/9/2024,9/4/2024,9/7/2024,9/7/2024,9/6/2024,9/6/2024,-5
265,4500000265,1/13/2024,1001,4,1,10004,88,2/5/2024,2/5/2024,2/3/2024,2/3/2024,2/2/2024,2/2/2024,0
266,4500000266,2/15/2024,1001,4,1,10004,78,3/9/2024,3/7/2024,3/7/2024,3/7/2024,3/6/2024,3/6/2024,-2
267,4500000267,4/29/2022,1002,8,1,10008,82,5/23/2022,5/25/2022,5/21/2022,5/21/2022,5/19/2022,5/19/2022,2
268,4500000268,7/27/2023,1002,5,1,10005,76,8/19/2023,8/17/2023,8/17/2023,8/17/2023,8/16/2023,8/16/2023,-2
269,4500000269,10/17/2022,1003,6,1,10006,74,11/9/2022,11/4/2022,11/7/2022,11/7/2022,11/6/2022,11/6/2022,-5
270,4500000270,5/1/2023,1001,4,1,10004,70,5/24/2023,5/25/2023,5/22/2023,5/22/2023,5/21/2023,5/21/2023,1
271,4500000271,9/17/2022,1002,8,1,10008,77,10/11/2022,10/13/2022,10/9/2022,10/11/2022,10/7/2022,10/9/2022,2
272,4500000272,3/21/2023,1001,4,1,10004,77,4/13/2023,4/12/2023,4/11/2023,4/11/2023,4/10/2023,4/10/2023,-1
273,4500000273,9/15/2023,1003,6,1,10006,76,10/8/2023,10/5/2023,10/6/2023,10/6/2023,10/5/2023,10/5/2023,-3
274,4500000274,5/23/2024,1003,6,1,10006,73,6/15/2024,6/13/2024,6/13/2024,6/13/2024,6/12/2024,6/12/2024,-2
275,4500000275,5/8/2023,1001,4,1,10004,81,5/31/2023,5/29/2023,5/29/2023,5/29/2023,5/28/2023,5/28/2023,-2
276,4500000276,2/3/2024,1001,4,1,10004,83,2/26/2024,2/23/2024,2/24/2024,2/24/2024,2/23/2024,2/23/2024,-3
277,4500000277,5/25/2022,1002,8,1,10008,75,6/18/2022,6/16/2022,6/16/2022,6/16/2022,6/14/2022,6/14/2022,-2
278,4500000278,9/11/2023,1001,4,1,10004,82,10/4/2023,10/6/2023,10/2/2023,10/4/2023,10/1/2023,10/3/2023,2
279,4500000279,6/10/2022,1002,8,1,10008,85,7/4/2022,7/4/2022,7/2/2022,7/2/2022,6/30/2022,6/30/2022,0
280,4500000280,2/25/2022,1001,4,1,10004,79,3/20/2022,3/24/2022,3/18/2022,3/22/2022,3/17/2022,3/21/2022,4
281,4500000281,3/5/2023,1003,6,2,20006,75,3/28/2023,3/23/2023,3/26/2023,3/26/2023,3/25/2023,3/25/2023,-5
282,4500000282,3/26/2022,1002,8,1,10008,77,4/19/2022,4/15/2022,4/17/2022,4/17/2022,4/15/2022,4/15/2022,-4
283,4500000283,8/16/2023,1003,6,1,10006,81,9/8/2023,9/14/2023,9/6/2023,9/12/2023,9/5/2023,9/11/2023,6
284,4500000284,12/8/2023,1001,4,2,20004,89,12/31/2023,12/29/2023,12/29/2023,12/29/2023,12/28/2023,12/28/2023,-2
285,4500000285,4/28/2024,1001,4,1,10004,77,5/21/2024,5/20/2024,5/19/2024,5/19/2024,5/18/2024,5/18/2024,-1
286,4500000286,11/9/2022,1002,5,1,10005,76,12/2/2022,12/1/2022,11/30/2022,11/30/2022,11/29/2022,11/29/2022,-1
287,4500000287,4/16/2024,1002,8,1,10008,83,5/10/2024,5/10/2024,5/8/2024,5/8/2024,5/6/2024,5/6/2024,0
288,4500000288,6/26/2022,1002,5,1,10005,77,7/19/2022,7/18/2022,7/17/2022,7/17/2022,7/16/2022,7/16/2022,-1
289,4500000289,4/6/2023,1002,5,1,10005,79,4/29/2023,4/29/2023,4/27/2023,4/27/2023,4/26/2023,4/26/2023,0
290,4500000290,9/30/2022,1002,8,1,10008,82,10/24/2022,10/24/2022,10/22/2022,10/22/2022,10/20/2022,10/20/2022,0
291,4500000291,2/11/2024,1003,6,1,10006,79,3/5/2024,3/5/2024,3/3/2024,3/3/2024,3/2/2024,3/2/2024,0
292,4500000292,7/25/2024,1003,6,1,10006,71,8/17/2024,8/15/2024,8/15/2024,8/15/2024,8/14/2024,8/14/2024,-2
293,4500000293,5/18/2024,1002,5,2,20005,79,6/10/2024,6/5/2024,6/8/2024,6/8/2024,6/7/2024,6/7/2024,-5
294,4500000294,9/29/2022,1001,4,1,10004,75,10/22/2022,10/21/2022,10/20/2022,10/20/2022,10/19/2022,10/19/2022,-1
295,4500000295,4/3/2022,1003,6,2,20006,78,4/26/2022,4/22/2022,4/24/2022,4/24/2022,4/23/2022,4/23/2022,-4
296,4500000296,6/29/2023,1001,4,1,10004,81,7/22/2023,7/25/2023,7/20/2023,7/23/2023,7/19/2023,7/22/2023,3
297,4500000297,10/11/2024,1003,6,1,10006,67,11/3/2024,10/30/2024,11/1/2024,11/1/2024,10/31/2024,10/31/2024,-4
298,4500000298,2/8/2024,1001,4,1,10004,76,3/2/2024,3/7/2024,2/29/2024,3/5/2024,2/28/2024,3/4/2024,5
299,4500000299,11/7/2023,1002,8,1,10008,88,12/1/2023,11/30/2023,11/29/2023,11/29/2023,11/27/2023,11/27/2023,-1
300,4500000300,8/19/2023,1001,4,1,10004,73,9/11/2023,9/6/2023,9/9/2023,9/9/2023,9/8/2023,9/8/2023,-5
301,4500000301,5/27/2024,1001,4,1,10004,72,6/19/2024,6/17/2024,6/17/2024,6/17/2024,6/16/2024,6/16/2024,-2
302,4500000302,11/22/2022,1001,4,1,10004,79,12/15/2022,12/13/2022,12/13/2022,12/13/2022,12/12/2022,12/12/2022,-2
303,4500000303,10/6/2024,1002,8,2,20008,82,10/30/2024,10/30/2024,10/28/2024,10/28/2024,10/26/2024,10/26/2024,0
304,4500000304,6/22/2022,1003,6,2,20006,89,7/15/2022,7/12/2022,7/13/2022,7/13/2022,7/12/2022,7/12/2022,-3
305,4500000305,6/28/2023,1003,6,1,10006,79,7/21/2023,7/18/2023,7/19/2023,7/19/2023,7/18/2023,7/18/2023,-3
306,4500000306,12/29/2022,1003,6,1,10006,65,1/21/2023,1/18/2023,1/19/2023,1/19/2023,1/18/2023,1/18/2023,-3
307,4500000307,5/9/2024,1001,4,1,10004,78,6/1/2024,5/31/2024,5/30/2024,5/30/2024,5/29/2024,5/29/2024,-1
308,4500000308,1/16/2022,1002,8,1,10008,73,2/9/2022,2/9/2022,2/7/2022,2/7/2022,2/5/2022,2/5/2022,0
309,4500000309,2/2/2022,1002,8,1,10008,80,2/26/2022,2/25/2022,2/24/2022,2/24/2022,2/22/2022,2/22/2022,-1
310,4500000310,7/19/2024,1002,5,2,20005,82,8/11/2024,8/9/2024,8/9/2024,8/9/2024,8/8/2024,8/8/2024,-2
311,4500000311,6/15/2022,1001,4,1,10004,78,7/8/2022,7/8/2022,7/6/2022,7/6/2022,7/5/2022,7/5/2022,0
312,4500000312,9/29/2024,1003,6,1,10006,66,10/22/2024,10/21/2024,10/20/2024,10/20/2024,10/19/2024,10/19/2024,-1
313,4500000313,1/4/2023,1003,6,1,10006,80,1/27/2023,2/2/2023,1/25/2023,1/31/2023,1/24/2023,1/30/2023,6
314,4500000314,6/25/2023,1002,8,1,10008,81,7/19/2023,7/31/2023,7/17/2023,7/29/2023,7/15/2023,7/27/2023,12
315,4500000315,9/21/2024,1002,8,1,10008,81,10/15/2024,10/10/2024,10/13/2024,10/13/2024,10/11/2024,10/11/2024,-5
316,4500000316,7/25/2022,1002,5,1,10005,82,8/17/2022,8/22/2022,8/15/2022,8/20/2022,8/14/2022,8/19/2022,5
317,4500000317,9/8/2022,1002,8,1,10008,79,10/2/2022,9/28/2022,9/30/2022,9/30/2022,9/28/2022,9/28/2022,-4
318,4500000318,11/23/2024,1002,8,1,10008,81,12/17/2024,12/30/2024,12/15/2024,12/28/2024,12/13/2024,12/26/2024,13
319,4500000319,4/6/2024,1001,4,1,10004,76,4/29/2024,4/25/2024,4/27/2024,4/27/2024,4/26/2024,4/26/2024,-4
320,4500000320,10/3/2022,1003,6,1,10006,84,10/26/2022,10/26/2022,10/24/2022,10/24/2022,10/23/2022,10/23/2022,0
321,4500000321,2/27/2023,1002,8,1,10008,71,3/23/2023,3/20/2023,3/21/2023,3/21/2023,3/19/2023,3/19/2023,-3
322,4500000322,5/5/2023,1001,4,1,10004,70,5/28/2023,5/25/2023,5/26/2023,5/26/2023,5/25/2023,5/25/2023,-3
323,4500000323,2/12/2024,1002,8,1,10008,78,3/7/2024,3/6/2024,3/5/2024,3/5/2024,3/3/2024,3/3/2024,-1
324,4500000324,4/28/2024,1002,8,1,10008,78,5/22/2024,5/17/2024,5/20/2024,5/20/2024,5/18/2024,5/18/2024,-5
325,4500000325,8/31/2024,1001,4,2,20004,79,9/23/2024,9/19/2024,9/21/2024,9/21/2024,9/20/2024,9/20/2024,-4
326,4500000326,1/14/2024,1003,6,1,10006,85,2/6/2024,2/2/2024,2/4/2024,2/4/2024,2/3/2024,2/3/2024,-4
327,4500000327,5/26/2022,1001,4,2,20004,72,6/18/2022,6/18/2022,6/16/2022,6/16/2022,6/15/2022,6/15/2022,0
328,4500000328,5/21/2022,1003,6,1,10006,77,6/13/2022,6/9/2022,6/11/2022,6/11/2022,6/10/2022,6/10/2022,-4
329,4500000329,5/24/2024,1001,4,1,10004,84,6/16/2024,6/13/2024,6/14/2024,6/14/2024,6/13/2024,6/13/2024,-3
330,4500000330,8/29/2022,1001,4,1,10004,71,9/21/2022,9/21/2022,9/19/2022,9/19/2022,9/18/2022,9/18/2022,0
331,4500000331,7/30/2023,1002,5,1,10005,77,8/22/2023,8/17/2023,8/20/2023,8/20/2023,8/19/2023,8/19/2023,-5
332,4500000332,4/2/2022,1001,4,1,10004,79,4/25/2022,4/25/2022,4/23/2022,4/23/2022,4/22/2022,4/22/2022,0
333,4500000333,8/26/2024,1002,8,1,10008,81,9/19/2024,9/17/2024,9/17/2024,9/17/2024,9/15/2024,9/15/2024,-2
334,4500000334,10/20/2022,1002,5,1,10005,69,11/12/2022,11/10/2022,11/10/2022,11/10/2022,11/9/2022,11/9/2022,-2
335,4500000335,10/19/2024,1001,4,1,10004,77,11/11/2024,11/7/2024,11/9/2024,11/9/2024,11/8/2024,11/8/2024,-4
336,4500000336,5/8/2024,1001,4,1,10004,71,5/31/2024,5/31/2024,5/29/2024,5/29/2024,5/28/2024,5/28/2024,0
337,4500000337,6/25/2024,1001,4,1,10004,69,7/18/2024,7/18/2024,7/16/2024,7/16/2024,7/15/2024,7/15/2024,0
338,4500000338,2/14/2023,1001,4,1,10004,81,3/9/2023,3/7/2023,3/7/2023,3/7/2023,3/6/2023,3/6/2023,-2
339,4500000339,9/27/2023,1002,8,2,20008,73,10/21/2023,10/21/2023,10/19/2023,10/19/2023,10/17/2023,10/17/2023,0
340,4500000340,5/22/2022,1001,4,1,10004,78,6/14/2022,6/17/2022,6/12/2022,6/15/2022,6/11/2022,6/14/2022,3
341,4500000341,1/20/2024,1002,8,1,10008,78,2/13/2024,2/12/2024,2/11/2024,2/11/2024,2/9/2024,2/9/2024,-1
342,4500000342,8/22/2024,1001,4,1,10004,77,9/14/2024,9/12/2024,9/12/2024,9/12/2024,9/11/2024,9/11/2024,-2
343,4500000343,10/29/2022,1001,4,1,10004,70,11/21/2022,11/22/2022,11/19/2022,11/20/2022,11/18/2022,11/19/2022,1
344,4500000344,4/2/2024,1001,4,2,20004,70,4/25/2024,4/29/2024,4/23/2024,4/23/2024,4/22/2024,4/22/2024,4
345,4500000345,3/5/2023,1002,5,1,10005,79,3/28/2023,3/28/2023,3/26/2023,3/26/2023,3/25/2023,3/25/2023,0
346,4500000346,7/7/2024,1001,4,1,10004,76,7/30/2024,7/26/2024,7/28/2024,7/28/2024,7/27/2024,7/27/2024,-4
347,4500000347,3/27/2022,1001,4,2,20004,69,4/19/2022,4/15/2022,4/17/2022,4/17/2022,4/16/2022,4/16/2022,-4
348,4500000348,12/14/2021,1002,8,1,10008,79,1/7/2022,1/6/2022,1/5/2022,1/5/2022,1/3/2022,1/3/2022,-1
349,4500000349,12/14/2021,1001,4,1,10004,85,1/6/2022,1/5/2022,1/4/2022,1/4/2022,1/3/2022,1/3/2022,-1
350,4500000350,6/28/2024,1003,6,1,10006,72,7/21/2024,7/18/2024,7/19/2024,7/19/2024,7/18/2024,7/18/2024,-3
351,4500000351,10/7/2023,1002,8,1,10008,69,10/31/2023,10/26/2023,10/29/2023,10/29/2023,10/27/2023,10/27/2023,-5
352,4500000352,2/1/2023,1002,8,1,10008,85,2/25/2023,2/24/2023,2/23/2023,2/23/2023,2/21/2023,2/21/2023,-1
353,4500000353,6/15/2024,1001,4,1,10004,82,7/8/2024,7/3/2024,7/6/2024,7/6/2024,7/5/2024,7/5/2024,-5
354,4500000354,8/11/2023,1001,4,2,20004,78,9/3/2023,9/1/2023,9/1/2023,9/1/2023,8/31/2023,8/31/2023,-2
355,4500000355,2/9/2023,1002,5,1,10005,91,3/4/2023,3/1/2023,3/2/2023,3/2/2023,3/1/2023,3/1/2023,-3
356,4500000356,2/4/2023,1002,5,1,10005,74,2/27/2023,2/23/2023,2/25/2023,2/25/2023,2/24/2023,2/24/2023,-4
357,4500000357,10/29/2024,1002,5,2,20005,79,11/21/2024,11/21/2024,11/19/2024,11/19/2024,11/18/2024,11/18/2024,0
358,4500000358,1/6/2024,1001,4,1,10004,82,1/29/2024,1/26/2024,1/27/2024,1/27/2024,1/26/2024,1/26/2024,-3
359,4500000359,7/24/2022,1002,8,1,10008,72,8/17/2022,8/16/2022,8/15/2022,8/15/2022,8/13/2022,8/13/2022,-1
360,4500000360,3/2/2024,1002,8,2,20008,75,3/26/2024,3/22/2024,3/24/2024,3/24/2024,3/22/2024,3/22/2024,-4
361,4500000361,3/22/2024,1002,5,1,10005,75,4/14/2024,4/10/2024,4/12/2024,4/12/2024,4/11/2024,4/11/2024,-4
362,4500000362,10/20/2023,1001,4,1,10004,79,11/12/2023,11/8/2023,11/10/2023,11/10/2023,11/9/2023,11/9/2023,-4
363,4500000363,1/29/2024,1002,8,1,10008,74,2/22/2024,2/20/2024,2/20/2024,2/20/2024,2/18/2024,2/18/2024,-2
364,4500000364,4/28/2024,1002,8,1,10008,73,5/22/2024,5/17/2024,5/20/2024,5/20/2024,5/18/2024,5/18/2024,-5
365,4500000365,12/23/2021,1001,4,1,10004,80,1/15/2022,1/13/2022,1/13/2022,1/13/2022,1/12/2022,1/12/2022,-2
366,4500000366,4/2/2024,1001,4,1,10004,74,4/25/2024,4/22/2024,4/23/2024,4/23/2024,4/22/2024,4/22/2024,-3
367,4500000367,4/27/2024,1003,6,1,10006,70,5/20/2024,5/20/2024,5/18/2024,5/18/2024,5/17/2024,5/17/2024,0
368,4500000368,2/23/2024,1003,6,1,10006,81,3/17/2024,3/17/2024,3/15/2024,3/15/2024,3/14/2024,3/14/2024,0
369,4500000369,5/12/2024,1002,8,2,20008,79,6/5/2024,6/5/2024,6/3/2024,6/3/2024,6/1/2024,6/1/2024,0
370,4500000370,11/10/2023,1002,5,1,10005,79,12/3/2023,11/29/2023,12/1/2023,12/1/2023,11/30/2023,11/30/2023,-4
371,4500000371,8/13/2024,1002,5,1,10005,81,9/5/2024,9/9/2024,9/3/2024,9/7/2024,9/2/2024,9/6/2024,4
372,4500000372,8/18/2022,1001,4,2,20004,84,9/10/2022,9/7/2022,9/8/2022,9/8/2022,9/7/2022,9/7/2022,-3
373,4500000373,6/3/2024,1001,4,2,20004,83,6/26/2024,6/24/2024,6/24/2024,6/24/2024,6/23/2024,6/23/2024,-2
374,4500000374,11/6/2023,1001,4,1,10004,70,11/29/2023,11/24/2023,11/27/2023,11/27/2023,11/26/2023,11/26/2023,-5
375,4500000375,12/26/2023,1003,6,2,20006,77,1/18/2024,1/16/2024,1/16/2024,1/16/2024,1/15/2024,1/15/2024,-2
376,4500000376,10/1/2024,1001,4,1,10004,73,10/24/2024,10/21/2024,10/22/2024,10/22/2024,10/21/2024,10/21/2024,-3
377,4500000377,5/31/2024,1002,8,1,10008,85,6/24/2024,6/20/2024,6/22/2024,6/22/2024,6/20/2024,6/20/2024,-4
378,4500000378,4/27/2024,1002,5,1,10005,76,5/20/2024,5/20/2024,5/18/2024,5/18/2024,5/17/2024,5/17/2024,0
379,4500000379,5/3/2022,1002,5,2,20005,73,5/26/2022,5/25/2022,5/24/2022,5/24/2022,5/23/2022,5/23/2022,-1
380,4500000380,12/13/2021,1002,5,2,20005,76,1/5/2022,1/12/2022,1/3/2022,1/10/2022,1/2/2022,1/9/2022,7
381,4500000381,11/5/2024,1002,8,2,20008,86,11/29/2024,11/27/2024,11/27/2024,11/27/2024,11/25/2024,11/25/2024,-2
382,4500000382,7/13/2022,1002,5,2,20005,83,8/5/2022,8/10/2022,8/3/2022,8/3/2022,8/2/2022,8/2/2022,5
383,4500000383,3/11/2022,1001,4,2,20004,65,4/3/2022,3/30/2022,4/1/2022,4/1/2022,3/31/2022,3/31/2022,-4
384,4500000384,2/13/2022,1001,4,1,10004,76,3/8/2022,3/4/2022,3/6/2022,3/6/2022,3/5/2022,3/5/2022,-4
385,4500000385,10/30/2023,1002,8,1,10008,73,11/23/2023,11/21/2023,11/21/2023,11/21/2023,11/19/2023,11/19/2023,-2
386,4500000386,8/22/2023,1001,4,2,20004,71,9/14/2023,9/11/2023,9/12/2023,9/12/2023,9/11/2023,9/11/2023,-3
387,4500000387,12/9/2022,1001,4,1,10004,78,1/1/2023,1/9/2023,12/30/2022,1/7/2023,12/29/2022,1/6/2023,8
388,4500000388,5/26/2023,1001,4,2,20004,77,6/18/2023,6/18/2023,6/16/2023,6/16/2023,6/15/2023,6/15/2023,0
